rpm_context,rotor_angle_deg,id_peak_a,iq_peak_a,torque_nm,psi_d_wb,psi_q_wb,mesh
600.0,0.0,0.0,5.0,2.411686541845404,0.032021295891865545,0.004749913850434629,medium
