rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,-8.294233459623657741e-04,2.408689832902220829e+00
6.666666666666666297e-01,-1.560052626946279060e-02,2.377713329240812801e+00
1.333333333333333259e+00,1.439959659316352066e-02,2.395123443680729824e+00
