rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,6.602237280635132703e-04,2.410912367262396216e+00
6.666666666666666297e-01,-1.575460160125871992e-02,2.377585758818455020e+00
1.333333333333333259e+00,1.579623963166918929e-02,2.397351861030772913e+00
