rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,1.308074710786777037e-04,2.409868577145338087e+00
6.666666666666666297e-01,-1.525322701452678023e-02,2.378121941684291141e+00
1.333333333333333259e+00,1.601510137989018909e-02,2.397104749410245983e+00
