rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,2.139166250029348945e-02,2.430578712867414115e+00
6.666666666666666297e-01,-2.163365788615796009e-02,2.370444283699738808e+00
1.333333333333333259e+00,1.904642042512722996e-02,2.398058044394383970e+00
