rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,2.101925099211488131e-03,2.412079343101895201e+00
6.666666666666666297e-01,-1.279532934550246977e-02,2.380433694819879875e+00
1.333333333333333259e+00,2.352704023984047987e-02,2.404829892334245933e+00
