rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,2.055659273042658927e-02,2.429361851676937967e+00
6.666666666666666297e-01,-2.089392204726442034e-02,2.371431636915664054e+00
1.333333333333333259e+00,2.062021797125412892e-02,2.399379486975858899e+00
