rotor_angle_deg,cogging_torque_nm,loaded_total_torque_nm
0.000000000000000000e+00,-9.514766516792320982e-04,2.408712458116151200e+00
6.666666666666666297e-01,-1.510907423404491030e-02,2.378254786059569081e+00
1.333333333333333259e+00,1.396388257443275001e-02,2.395230599143865824e+00
